Project,Bug_ID,Buggy_Code,Fixed_Code
keras,25,,
keras,26,"new_states = [tf.where(tiled_mask_t, new_states[i], states[i]) for i in range(len(states))]","new_states = [
tf.where(tf.tile(mask_t, tf.stack([1, tf.shape(new_states[i])[1]])),
new_states[i], states[i]) for i in range(len(states))
]"
keras,27,,
keras,28,"(self.end_index - self.start_index) /
self.start_index, self.end_index, size=self.batch_size)
self.stride, self.end_index), self.stride)","if self.start_index > self.end_index:
raise ValueError('`start_index+length=%i > end_index=%i` '
'is disallowed, as no part of the sequence '
'would be left to be used as current step.'
% (self.start_index, self.end_index))
(self.end_index - self.start_index + 1) /
self.start_index, self.end_index + 1, size=self.batch_size)
self.stride, self.end_index + 1), self.stride)"
keras,29,"for m in self.metrics:
if isinstance(m, Layer) and m.stateful:
m.reset_states()
for m in self.metrics:
if isinstance(m, Layer) and m.stateful:
m.reset_states()
for m in self.metrics:
if isinstance(m, Layer) and m.stateful:
m.reset_states()
for i, m in enumerate(self.metrics):
if isinstance(m, Layer) and m.stateful:
m.reset_states()","self.stateful_metric_functions = []
self.stateful_metric_functions.append(metric_fn)
for m in self.stateful_metric_functions:
m.reset_states()
for m in self.stateful_metric_functions:
m.reset_states()
for m in self.stateful_metric_functions:
m.reset_states()
for m in self.stateful_metric_functions:
m.reset_states()"
keras,3,"output_masks = to_list(
layer.compute_mask(computed_tensor,
computed_mask))
output_masks = to_list(
layer.compute_mask(computed_tensors,
computed_masks))","if layer.supports_masking:
output_masks = to_list(
layer.compute_mask(computed_tensor,
computed_mask))
else:
output_masks = [None] * len(output_tensors)
if layer.supports_masking:
output_masks = to_list(
layer.compute_mask(computed_tensors,
computed_masks))
else:
output_masks = [None] * len(output_tensors)"
keras,30,"if isinstance(x, list):
if isinstance(x, list):","if x is None or len(x) == 0:
# Handle data tensors support when no input given
# step-size = 1 for data tensors
batch_size = 1
elif isinstance(x, list):
if x is None or len(x) == 0:
# Handle data tensors support when no input given
# step-size = 1 for data tensors
batch_size = 1
elif isinstance(x, list):"
keras,31,"label_length = tf.to_int32(tf.squeeze(label_length))
input_length = tf.to_int32(tf.squeeze(input_length))","label_length = tf.to_int32(tf.squeeze(label_length, axis=-1))
input_length = tf.to_int32(tf.squeeze(input_length, axis=-1))"
keras,32,"epsilon: threshold for measuring the new optimum,
verbose=0, mode='auto', epsilon=1e-4, cooldown=0, min_lr=0):
self.epsilon = epsilon
self.monitor_op = lambda a, b: np.less(a, b - self.epsilon)
self.monitor_op = lambda a, b: np.greater(a, b + self.epsilon)
self.wait += 1","min_delta: threshold for measuring the new optimum,
verbose=0, mode='auto', min_delta=1e-4, cooldown=0, min_lr=0,
**kwargs):
if 'epsilon' in kwargs:
min_delta = kwargs.pop('epsilon')
warnings.warn('`epsilon` argument is deprecated and '
'will be removed, use `min_delta` insted.')
self.min_delta = min_delta
self.monitor_op = lambda a, b: np.less(a, b - self.min_delta)
self.monitor_op = lambda a, b: np.greater(a, b + self.min_delta)
self.wait += 1"
keras,33,"if sys.version_info < (3,) and isinstance(text, unicode):
translate_map = dict((ord(c), unicode(split)) for c in filters)
translate_map = maketrans(filters, split * len(filters))
text = text.translate(translate_map)","if sys.version_info < (3,):
if isinstance(text, unicode):
translate_map = dict((ord(c), unicode(split)) for c in filters)
text = text.translate(translate_map)
elif len(split) == 1:
translate_map = maketrans(filters, split * len(filters))
text = text.translate(translate_map)
else:
for c in filters:
text = text.replace(c, split)
translate_dict = dict((c, split) for c in filters)
translate_map = maketrans(translate_dict)
text = text.translate(translate_map)"
keras,34,"validation_generator = validation_data
output_generator = generator
output_generator = generator
output_generator = generator","if isinstance(validation_data, Sequence):
validation_generator = iter(validation_data)
else:
validation_generator = validation_data
if is_sequence:
output_generator = iter(generator)
else:
output_generator = generator
if is_sequence:
output_generator = iter(generator)
else:
output_generator = generator
if is_sequence:
output_generator = iter(generator)
else:
output_generator = generator
def __iter__(self):
""""""Create an infinite generator that iterate over the Sequence.""""""
while True:
for item in (self[i] for i in range(len(self))):
yield item"
keras,35,"if self.preprocessing_function:
x = self.preprocessing_function(x)
target_size=self.target_size,","if self.image_data_generator.preprocessing_function:
x = self.image_data_generator.preprocessing_function(x)
target_size=None,
if self.image_data_generator.preprocessing_function:
img = self.image_data_generator.preprocessing_function(img)
if self.target_size is not None:
width_height_tuple = (self.target_size[1], self.target_size[0])
if img.size != width_height_tuple:
if self.interpolation not in _PIL_INTERPOLATION_METHODS:
raise ValueError(
'Invalid interpolation method {} specified. Supported '
'methods are {}'.format(
self.interpolation,
"", "".join(_PIL_INTERPOLATION_METHODS.keys())))
resample = _PIL_INTERPOLATION_METHODS[self.interpolation]
img = img.resize(width_height_tuple, resample)"
keras,36,"strides = (1, 1) + strides + (1,)
strides = (1, 1, 1) + strides","strides = (1,) + strides * 2 + (1,)
strides = (1, 1) + strides * 2"
keras,37,"is_keras_tensor = hasattr(additional_inputs[0], '_keras_history')
if hasattr(tensor, '_keras_history') != is_keras_tensor:
' Keras tensors and non-Keras tensors')
if not isinstance(initial_state, list):
raise ValueError(
'When passing `initial_state` to a Bidirectional RNN, the state '
'should be a list containing the states of the underlying RNNs. '
'Found: ' + str(initial_state))","is_keras_tensor = K.is_keras_tensor(additional_inputs[0])
if K.is_keras_tensor(tensor) != is_keras_tensor:
' Keras tensors and non-Keras tensors'
' (a ""Keras tensor"" is a tensor that was'
' returned by a Keras layer, or by `Input`)')
self.input_spec = layer.input_spec
def __call__(self, inputs, initial_state=None, **kwargs):
if isinstance(inputs, list):
if len(inputs) > 1:
initial_state = inputs[1:]
inputs = inputs[0]
if initial_state is None:
return super(Bidirectional, self).__call__(inputs, **kwargs)
# Standardize `initial_state` into list
if isinstance(initial_state, tuple):
initial_state = list(initial_state)
elif not isinstance(initial_state, list):
initial_state = [initial_state]
# Check if `initial_state` can be splitted into half
num_states = len(initial_state)
if num_states % 2 > 0:
raise ValueError(
'When passing `initial_state` to a Bidirectional RNN, the state '
'should be a list containing the states of the underlying RNNs. '
'Found: ' + str(initial_state))
# Applies the same workaround as in `RNN.__call__`, without handling constants
kwargs['initial_state'] = initial_state
additional_inputs = initial_state
additional_specs = [InputSpec(shape=K.int_shape(state))
for state in initial_state]
self.forward_layer.state_spec = additional_specs[:num_states // 2]
self.backward_layer.state_spec = additional_specs[num_states // 2:]
is_keras_tensor = K.is_keras_tensor(additional_inputs[0])
for tensor in additional_inputs:
if K.is_keras_tensor(tensor) != is_keras_tensor:
raise ValueError('The initial state of a Bidirectional'
' layer cannot be specified with a mix of'
' Keras tensors and non-Keras tensors'
' (a ""Keras tensor"" is a tensor that was'
' returned by a Keras layer, or by `Input`)')
if is_keras_tensor:
# Compute the full input spec, including state
full_input = [inputs] + additional_inputs
full_input_spec = self.input_spec + additional_specs
# Perform the call with temporarily replaced input_spec
original_input_spec = self.input_spec
self.input_spec = full_input_spec
output = super(Bidirectional, self).__call__(full_input, **kwargs)
self.input_spec = original_input_spec
return output
else:
return super(Bidirectional, self).__call__(inputs, **kwargs)"
keras,38,"input_shape = (input_shape[0], input_shape[1], output_dim)","input_shape = (input_shape[0], output_dim)"
keras,39,current < self.target):,(self.target is not None and current < self.target)):
keras,4,"grads = self.optimizer.compute_gradients(loss, params)","grads = self.optimizer.compute_gradients(loss, var_list=params)"
keras,40,"output_dim = self.cell.state_size[0]
output_dim = self.cell.state_size
state_shape = [(input_shape[0], output_dim) for _ in self.states]","state_size = self.cell.state_size
state_size = [self.cell.state_size]
output_dim = state_size[0]
state_shape = [(input_shape[0], dim) for dim in state_size]"
keras,41,"raise StopIteration(e)
self.queue.put(generator_output)
except Exception:
raise
self.queue = multiprocessing.Queue(maxsize=max_queue_size)
if self._use_multiprocessing:
if self.queue is not None:
self.queue.close()
inputs = self.queue.get()
if inputs is not None:
yield inputs
np.random.randint(batch_size, 2, 50))
with pytest.raises(StopIteration):
with pytest.raises(StopIteration):
np.random.randint(batch_size, 2, 50))
with pytest.raises(StopIteration):
custom_generator(), good_batches + 1, 1,
workers=4, use_multiprocessing=True,
with pytest.raises(StopIteration):
with pytest.raises(StopIteration):
with pytest.raises(StopIteration):","six.raise_from(StopIteration(e), e)
self._manager = None
self.queue.put((True, generator_output))
except Exception as e:
# Can't pick tracebacks.
# As a compromise, print the traceback and pickle None instead.
if self._use_multiprocessing:
traceback.print_exc()
setattr(e, '__traceback__', None)
elif not hasattr(e, '__traceback__'):
setattr(e, '__traceback__', sys.exc_info()[2])
self.queue.put((False, e))
break
self._manager = multiprocessing.Manager()
self.queue = self._manager.Queue(maxsize=max_queue_size)
if self._manager:
self._manager.shutdown()
success, value = self.queue.get()
# Rethrow any exceptions found in the queue
if not success:
six.reraise(value.__class__, value, value.__traceback__)
# Yield regular values
if value is not None:
yield value
# Make sure to rethrow the first exception in the queue, if any
while not self.queue.empty():
success, value = self.queue.get()
if not success:
six.reraise(value.__class__, value, value.__traceback__)
np.random.randint(batch_size, 12, 50))
with pytest.raises(RuntimeError):
with pytest.raises(RuntimeError):
workers = 4
np.random.randint(batch_size, 12, 50))
with pytest.raises(RuntimeError):
custom_generator(), good_batches * workers + 1, 1,
workers=workers, use_multiprocessing=True,
with pytest.raises(RuntimeError):
with pytest.raises(RuntimeError):
with pytest.raises(RuntimeError):"
keras,42,"steps_per_epoch,
divided by the batch size. Not used if using `Sequence`.
if val_gen and not validation_steps:
raise ValueError('When using a generator for validation data, '
'you must specify a value for '
'`validation_steps`.')
is_sequence = isinstance(generator, Sequence)
if not is_sequence and use_multiprocessing and workers > 1:
warnings.warn(
UserWarning('Using a generator with `use_multiprocessing=True`'
' and multiple workers may duplicate your data.'
' Please consider using the`keras.utils.Sequence'
' class.'))
if is_sequence:
steps_per_epoch = len(generator)
def evaluate_generator(self, generator, steps,
Not used if using Sequence.
if is_sequence:
steps = len(generator)
def predict_generator(self, generator, steps,
Not used if using Sequence.
if is_sequence:
steps = len(generator)
steps_per_epoch,
def evaluate_generator(self, generator, steps,
def predict_generator(self, generator, steps,","steps_per_epoch=None,
divided by the batch size.
Optional for `Sequence`: if unspecified, will use
the `len(generator)` as a number of steps.
Optional for `Sequence`: if unspecified, will use
the `len(validation_data)` as a number of steps.
is_sequence = isinstance(generator, Sequence)
if not is_sequence and use_multiprocessing and workers > 1:
warnings.warn(
UserWarning('Using a generator with `use_multiprocessing=True`'
' and multiple workers may duplicate your data.'
' Please consider using the`keras.utils.Sequence'
' class.'))
if steps_per_epoch is None:
if is_sequence:
steps_per_epoch = len(generator)
else:
raise ValueError('`steps_per_epoch=None` is only valid for a'
' generator based on the `keras.utils.Sequence`'
' class. Please specify `steps_per_epoch` or use'
' the `keras.utils.Sequence` class.')
if (val_gen and not isinstance(validation_data, Sequence) and
not validation_steps):
raise ValueError('`validation_steps=None` is only valid for a'
' generator based on the `keras.utils.Sequence`'
' class. Please specify `validation_steps` or use'
' the `keras.utils.Sequence` class.')
def evaluate_generator(self, generator, steps=None,
Optional for `Sequence`: if unspecified, will use
the `len(generator)` as a number of steps.
if steps is None:
if is_sequence:
steps = len(generator)
else:
raise ValueError('`steps=None` is only valid for a generator'
' based on the `keras.utils.Sequence` class.'
' Please specify `steps` or use the'
' `keras.utils.Sequence` class.')
def predict_generator(self, generator, steps=None,
Optional for `Sequence`: if unspecified, will use
the `len(generator)` as a number of steps.
if steps is None:
if is_sequence:
steps = len(generator)
else:
raise ValueError('`steps=None` is only valid for a generator'
' based on the `keras.utils.Sequence` class.'
' Please specify `steps` or use the'
' `keras.utils.Sequence` class.')
steps_per_epoch=None,
Optional for `Sequence`: if unspecified, will use
the `len(generator)` as a number of steps.
Optional for `Sequence`: if unspecified, will use
the `len(validation_data)` as a number of steps.
def evaluate_generator(self, generator, steps=None,
Optional for `Sequence`: if unspecified, will use
the `len(generator)` as a number of steps.
def predict_generator(self, generator, steps=None,
Optional for `Sequence`: if unspecified, will use
the `len(generator)` as a number of steps."
keras,43,,
keras,44,,
keras,45,"x_i = K.dot(inputs_i, self.kernel_i) + self.bias_i
x_f = K.dot(inputs_f, self.kernel_f) + self.bias_f
x_c = K.dot(inputs_c, self.kernel_c) + self.bias_c
x_o = K.dot(inputs_o, self.kernel_o) + self.bias_o","x_i = K.dot(inputs_i, self.kernel_i)
x_f = K.dot(inputs_f, self.kernel_f)
x_c = K.dot(inputs_c, self.kernel_c)
x_o = K.dot(inputs_o, self.kernel_o)
if self.use_bias:
x_i = K.bias_add(x_i, self.bias_i)
x_f = K.bias_add(x_f, self.bias_f)
x_c = K.bias_add(x_c, self.bias_c)
x_o = K.bias_add(x_o, self.bias_o)"
keras,5,"cache_dir = os.path.join(os.path.expanduser('~'), '.keras')","if 'KERAS_HOME' in os.environ:
cache_dir = os.environ.get('KERAS_HOME')
else:
cache_dir = os.path.join(os.path.expanduser('~'), '.keras')"
keras,6,score_array /= K.mean(mask),score_array /= K.mean(mask) + K.epsilon()
keras,7,"return np.squeeze(self.model.predict(x, **kwargs))","return np.squeeze(self.model.predict(x, **kwargs), axis=-1)"
keras,8,"add_unprocessed_node(layer, node_data)
return
for node_data in unprocessed_nodes.pop(layer):
process_node(layer, node_data)","""""""Add node to layer list
Args:
layer: layer object
node_data: Node data specifying layer call
""""""
""""""Reconstruct node by linking to inbound layers
Args:
layer: Layer to process
node_data: List of layer configs
Raises:
ValueError: For incorrect layer config
LookupError: If layer required is not found
""""""
# Raise an error if the corresponding layer node
# has not yet been created
raise LookupError
# Process all nodes in layer, if not yet processed
node_data_list = unprocessed_nodes[layer]
# Process nodes in order
node_index = 0
while node_index < len(node_data_list):
node_data = node_data_list[node_index]
try:
process_node(layer, node_data)
# If the node does not have all inbound layers
# available, stop processing and continue later
except LookupError:
break
node_index += 1
# If not all nodes processed then store unprocessed nodes
if node_index < len(node_data_list):
unprocessed_nodes[layer] = node_data_list[node_index:]
# If all nodes processed remove the layer
else:
del unprocessed_nodes[layer]
# Create lits of input and output tensors and return new class"
keras,9,"block = docstring[starting_point:(None if ending_point == -1 else
ending_point - 1)]","block = docstring[starting_point:(ending_point - 1 if ending_point > -1 else
section_end)]"
luigi,1,"metrics = self._scheduler._state._metrics_collector.generate_latest()
metrics.configure_http_handler(self)","metrics_collector = self._scheduler._state._metrics_collector
metrics = metrics_collector.generate_latest()
metrics_collector.configure_http_handler(self)"
luigi,10,return state.get_pending_tasks(),"return six.moves.filter(lambda task: self.id in task.workers, state.get_pending_tasks())"
luigi,11,"task.params.get(name) == value for name, value in unbatched_params.items())):","task.params.get(name) == value for name, value in unbatched_params.items()) and
self._schedulable(task)):"
luigi,12,"configured_client = hdfs_config.get_configured_hdfs_client()
if configured_client == ""webhdfs"":
return hdfs_webhdfs_client.WebHdfsClient()
if configured_client == ""snakebite"":
return hdfs_snakebite_client.SnakebiteHdfsClient()
if configured_client == ""snakebite_with_hadoopcli_fallback"":
return luigi.contrib.target.CascadingClient([hdfs_snakebite_client.SnakebiteHdfsClient(),
hdfs_hadoopcli_clients.create_hadoopcli_client()])
if configured_client == ""hadoopcli"":
return hdfs_hadoopcli_clients.create_hadoopcli_client()
raise Exception(""Unknown hdfs client "" + configured_client)","try:
return client_cache.client
except AttributeError:
configured_client = hdfs_config.get_configured_hdfs_client()
if configured_client == ""webhdfs"":
client_cache.client = hdfs_webhdfs_client.WebHdfsClient()
elif configured_client == ""snakebite"":
client_cache.client = hdfs_snakebite_client.SnakebiteHdfsClient()
elif configured_client == ""snakebite_with_hadoopcli_fallback"":
client_cache.client = luigi.contrib.target.CascadingClient([
hdfs_snakebite_client.SnakebiteHdfsClient(),
hdfs_hadoopcli_clients.create_hadoopcli_client(),
])
elif configured_client == ""hadoopcli"":
client_cache.client = hdfs_hadoopcli_clients.create_hadoopcli_client()
else:
raise Exception(""Unknown hdfs client "" + configured_client)
return client_cache.client"
luigi,13,self.fs.mkdir(d),self.mkdir(d)
luigi,14,"disable_failures = parameter.IntParameter(default=None,
disable_hard_timeout = parameter.IntParameter(default=None,
if (self.failures.first_failure_time is not None and
self.disable_hard_timeout):
def can_disable(self):
return (self.disable_failures is not None or
self.disable_hard_timeout is not None)
if new_status == FAILED and task.can_disable() and task.status != DISABLED:","disable_failures = parameter.IntParameter(default=999999999,
disable_hard_timeout = parameter.IntParameter(default=999999999,
if self.failures.first_failure_time is not None:
if new_status == FAILED and task.status != DISABLED:"
luigi,15,"if task.status not in (DONE, DISABLED) or \
getattr(task, 'scheduler_disable_time', None) is not None:","if task.status not in (DONE, DISABLED, UNKNOWN) or \
task.scheduler_disable_time is not None:"
luigi,16,"if task.id not in necessary_tasks and self._state.prune(task, self._config):","removed = self._state.prune(task, self._config)
if removed and task.id not in necessary_tasks:"
luigi,17,return scheduler.CentralPlannerScheduler(prune_on_get_work=True),"return scheduler.CentralPlannerScheduler(prune_on_get_work=True, record_task_history=False)"
luigi,18,elif task.scheduler_disable_time is not None:,elif task.scheduler_disable_time is not None and new_status != DISABLED:
luigi,19,if new_status == FAILED and task.can_disable():,if new_status == FAILED and task.can_disable() and task.status != DISABLED:
luigi,2,"""{}:{}.{}"".format(target.project_id, target.dataset_id, target.table_id)
raise ValueError(""Target not supported"")","super(BeamDataflowJobTask, self).__init__()
""""""
Given a luigi Target, determine a stringly typed path to pass as a
Dataflow job argument.
""""""
return ""{}:{}.{}"".format(target.table.project_id, target.table.dataset_id, target.table.table_id)
raise ValueError(""Target %s not supported"" % target)"
luigi,20,"if params[param_name].significant:
params_str[param_name] = params[param_name].serialize(param_value)",params_str[param_name] = params[param_name].serialize(param_value)
luigi,21,,
luigi,22,"def __init__(self, worker_id, last_active=None):","def __init__(self, worker_id, last_active=time.time()):"
luigi,23,"return scheduler.CentralPlannerScheduler()
self.last_active = last_active  # seconds since epoch","return scheduler.CentralPlannerScheduler(prune_on_get_work=True)
prune_on_get_work = parameter.BoolParameter(default=False)
self.last_active = last_active or time.time()  # seconds since epoch
if self._config.prune_on_get_work:
self.prune()"
luigi,24,"command += [name, '""{0}={1}""'.format(prop, value)]","command += [name, '{0}={1}'.format(prop, value)]"
luigi,25,path = self.s3_load_path(),path = self.s3_load_path
luigi,26,if not job.jar() or not os.path.exists(job.jar()):,"if not job.jar():
raise HadoopJarJobError(""Jar not defined"")
if not os.path.exists(job.jar()):"
luigi,27,"def parse_from_input(self, param_name, x):
if self.has_value:
return self.value
if self.has_value:
description.append("" [default: %s]"" % (self.value,))
params[param_name] = self.parse_from_input(param_name, value)
self.set_global(self.parse_from_input(param_name, value))","def parse_from_input(self, param_name, x, task_name=None):
if self.has_task_value(param_name=param_name, task_name=task_name):
return self.task_value(param_name=param_name, task_name=task_name)
if self.has_task_value(param_name=param_name, task_name=task_name):
value = self.task_value(param_name=param_name, task_name=task_name)
description.append("" [default: %s]"" % (value,))
params[param_name] = self.parse_from_input(param_name, value, task_name=task_name)
self.set_global(self.parse_from_input(param_name, value, task_name=task_name))"
luigi,28,return stdout and table in stdout,return stdout and table.lower() in stdout
luigi,29,"if cls.run == NotImplemented:
continue
pass
def run(self):
NonAmbiguousClass.has_run = True
@mock.patch(""logging.getLogger"")
@mock.patch(""warnings.warn"")
def test_cmdline_non_ambiguous_class(self, warn, logger):
luigi.run(['--local-scheduler', '--no-lock', 'NonAmbiguousClass'])
self.assertTrue(NonAmbiguousClass.has_run)",
luigi,3,"except ValueError:
return literal_eval(x)  # if this causes an error, let that error be raised.","except (ValueError, TypeError):
return tuple(literal_eval(x))  # if this causes an error, let that error be raised."
luigi,30,"try:
new_deps = self._run_get_new_deps()
if new_deps is None:
status = RUNNING
else:
status = SUSPENDED
logger.info(
'[pid %s] Worker %s new requirements      %s',
os.getpid(), self.worker_id, self.task.task_id)
return
finally:
if status != SUSPENDED:
self.task.trigger_event(
Event.PROCESSING_TIME, self.task, time.time() - t0)
error_message = json.dumps(self.task.on_success())
logger.info('[pid %s] Worker %s done      %s', os.getpid(),
self.worker_id, self.task.task_id)
self.task.trigger_event(Event.SUCCESS, self.task)
status = DONE","new_deps = self._run_get_new_deps()
if new_deps is None:
status = DONE
self.task.trigger_event(
Event.PROCESSING_TIME, self.task, time.time() - t0)
error_message = json.dumps(self.task.on_success())
logger.info('[pid %s] Worker %s done      %s', os.getpid(),
self.worker_id, self.task.task_id)
self.task.trigger_event(Event.SUCCESS, self.task)
else:
status = SUSPENDED
logger.info(
'[pid %s] Worker %s new requirements      %s',
os.getpid(), self.worker_id, self.task.task_id)"
luigi,31,in_workers = assistant or worker in task.workers,in_workers = (assistant and task.workers) or worker in task.workers
luigi,32,,
luigi,33,"positional_params = [(n, p) for n, p in params if p.significant]","positional_params = [(n, p) for n, p in params if not p.is_global]"
luigi,4,if len(self.columns) > 0:,if self.columns and len(self.columns) > 0:
luigi,5,"# Modify task_that_inherits by subclassing it and adding methods
@task._task_wraps(task_that_inherits)
class Wrapped(task_that_inherits):
def clone_parent(_self, **args):
return _self.clone(cls=self.task_to_inherit, **args)
return Wrapped
# Modify task_that_requres by subclassing it and adding methods
@task._task_wraps(task_that_requires)
class Wrapped(task_that_requires):
def requires(_self):
return _self.clone_parent()
return Wrapped","# Get all parameter objects from the underlying task
# Check if the parameter exists in the inheriting task
# If not, add it to the inheriting task
# Modify task_that_inherits by adding methods
def clone_parent(_self, **args):
return _self.clone(cls=self.task_to_inherit, **args)
task_that_inherits.clone_parent = clone_parent
return task_that_inherits
# Modify task_that_requres by adding methods
def requires(_self):
return _self.clone_parent()
task_that_requires.requires = requires
return task_that_requires"
luigi,6,"elif isinstance(value, list):
class _DictParamEncoder(JSONEncoder):
""""""
JSON encoder for :py:class:`~DictParameter`, which makes :py:class:`~_FrozenOrderedDict` JSON serializable.
""""""
def default(self, obj):
if isinstance(obj, _FrozenOrderedDict):
return obj.get_wrapped()
return json.JSONEncoder.default(self, obj)
return json.dumps(x, cls=DictParameter._DictParamEncoder)
Ensure that list parameter is converted to a tuple so it can be hashed.
return list(json.loads(x))
return json.dumps(x)
return tuple(tuple(x) for x in json.loads(x))  # loop required to parse tuple of tuples
def serialize(self, x):
""""""
Opposite of :py:meth:`parse`.
Converts the value ``x`` to a string.
:param x: the value to serialize.
""""""
return json.dumps(x)","elif isinstance(value, list) or isinstance(value, tuple):
""""""
JSON encoder for :py:class:`~DictParameter`, which makes :py:class:`~_FrozenOrderedDict` JSON serializable.
""""""
def default(self, obj):
if isinstance(obj, _FrozenOrderedDict):
return obj.get_wrapped()
return json.JSONEncoder.default(self, obj)
return json.dumps(x, cls=_DictParamEncoder)
Ensure that struct is recursively converted to a tuple so it can be hashed.
return list(json.loads(x, object_pairs_hook=_FrozenOrderedDict))
return json.dumps(x, cls=_DictParamEncoder)
# loop required to parse tuple of tuples
return tuple(tuple(x) for x in json.loads(x, object_pairs_hook=_FrozenOrderedDict))"
luigi,7,"if not (task.status in (RUNNING, BATCH_RUNNING) and status == PENDING) or new_deps:
# don't allow re-scheduling of task while it is running, it must either fail or succeed first","if not (task.status in (RUNNING, BATCH_RUNNING) and (status not in (DONE, FAILED, RUNNING) or task.worker_running != worker_id)) or new_deps:
# don't allow re-scheduling of task while it is running, it must either fail or succeed on the worker actually running it"
luigi,8,"""where table_schema = %s and table_name = %s limit 1"")
""where tablename = %s limit 1"")","""where table_schema = lower(%s) and table_name = lower(%s) limit 1"")
""where tablename = lower(%s) limit 1"")"
luigi,9,"set_tasks[""failed""] = {task for (task, status, ext) in task_history if status == 'FAILED'}
if status == 'PENDING' and task not in set_tasks[""failed""] and task not in set_tasks[""completed""] and not ext}
if status == 'PENDING' and task not in set_tasks[""failed""] and task not in set_tasks[""completed""] and ext}
if task in set_tasks[""failed""] or task in set_tasks[""upstream_failure""]:
if set_tasks[""failed""]:
smiley = "":(""
reason = ""there were failed tasks""
if set_tasks[""scheduling_error""]:
reason += "" and tasks whose scheduling failed""","set_tasks[""ever_failed""] = {task for (task, status, ext) in task_history if status == 'FAILED'}
set_tasks[""failed""] = set_tasks[""ever_failed""] - set_tasks[""completed""]
if status == 'PENDING' and task not in set_tasks[""ever_failed""] and task not in set_tasks[""completed""] and not ext}
if status == 'PENDING' and task not in set_tasks[""ever_failed""] and task not in set_tasks[""completed""] and ext}
if task in set_tasks[""ever_failed""] or task in set_tasks[""upstream_failure""]:
""ever_failed"",
if set_tasks[""ever_failed""]:
if not set_tasks[""failed""]:
smiley = "":)""
reason = ""there were failed tasks but they all suceeded in a retry""
else:
smiley = "":(""
reason = ""there were failed tasks""
if set_tasks[""scheduling_error""]:
reason += "" and tasks whose scheduling failed""
""""""
Test that a task once crashing and then succeeding should be counted as no failure.
""""""
def test_retry_sucess_task(self):
class Foo(luigi.Task):
run_count = 0
def run(self):
self.run_count += 1
if self.run_count == 1:
raise ValueError()
def complete(self):
return self.run_count > 0
self.run_and_expect('Foo --scheduler-retry-delay=0', 0)
self.run_and_expect('Foo --scheduler-retry-delay=0 --retcode-task-failed=5', 0)
self.run_with_config(dict(task_failed='3'), 'Foo', 0)"
matplotlib,1,"If *draw_disabled* is True, additionally replace drawing methods on
*renderer* by no-ops.  This is used by the tight-bbox-saving renderer,
which needs to walk through the artist tree to compute the tight-bbox, but
for which the output file may be closed early.
if draw_disabled:
for meth_name in dir(RendererBase):
if (meth_name.startswith(""draw_"")
or meth_name in [""open_group"", ""close_group""]):
setattr(renderer, meth_name, lambda *args, **kwargs: None)
print_method, orientation=orientation),
draw_disabled=True)
self.figure.draw(renderer)
kwargs = get_tight_layout_figure(
self, self.axes, subplotspec_list, renderer,
pad=pad, h_pad=h_pad, w_pad=w_pad, rect=rect)
return backend_bases._get_renderer(fig, draw_disabled=True)","If you need a renderer without any active draw methods use
cbook._setattr_cm to temporary patch them out at your call site.
print_method, orientation=orientation)
)
no_ops = {
meth_name: lambda *args, **kwargs: None
for meth_name in dir(RendererBase)
if (meth_name.startswith(""draw_"")
or meth_name in [""open_group"", ""close_group""])
}
with _setattr_cm(renderer, **no_ops):
self.figure.draw(renderer)
from .cbook import _setattr_cm
from .backend_bases import RendererBase
no_ops = {
meth_name: lambda *args, **kwargs: None
for meth_name in dir(RendererBase)
if (meth_name.startswith(""draw_"")
or meth_name in [""open_group"", ""close_group""])
}
with _setattr_cm(renderer, **no_ops):
kwargs = get_tight_layout_figure(
self, self.axes, subplotspec_list, renderer,
pad=pad, h_pad=h_pad, w_pad=w_pad, rect=rect)
return backend_bases._get_renderer(fig)"
matplotlib,10,# special-case label color to also apply to the offset text,"# labelOn and labelcolor also apply to the offset text.
if 'label1On' in kwtrans or 'label2On' in kwtrans:
self.offsetText.set_visible(
self._major_tick_kw.get('label1On', False)
or self._major_tick_kw.get('label2On', False))"
matplotlib,11,"if dpi is not None:
dpi_orig = self.figure.dpi
self.figure.dpi = dpi
tx, ty = self._get_xy_display()
return Bbox.from_bounds(tx, ty, 0, 0)
bbox, info, descent = self._get_layout(self._renderer)
x, y = self.get_unitless_position()
x, y = self.get_transform().transform((x, y))
bbox = bbox.translated(x, y)
if dpi is not None:
self.figure.dpi = dpi_orig
return bbox","if dpi is None:
dpi = self.figure.dpi
with cbook._setattr_cm(self.figure, dpi=dpi):
tx, ty = self._get_xy_display()
return Bbox.from_bounds(tx, ty, 0, 0)
with cbook._setattr_cm(self.figure, dpi=dpi):
bbox, info, descent = self._get_layout(self._renderer)
x, y = self.get_unitless_position()
x, y = self.get_transform().transform((x, y))
bbox = bbox.translated(x, y)
return bbox"
